PoS-tag n-grams (raw counts)	1939__DWF	1939__DNS	1939__NWF	1939__NNS	1939__MVP	1939__OFL	1980__DWF	1980__NNS	1980__NWF	1980__DNS	1980__MVP	1980__OFL	DEU	NDL
('AUX', 'NUM', 'NOUN')	43	15	8	6	27	4	29	28	10	9	1	18	823	102
('PUNCT', 'AUX', 'PUNCT')	5	7	0	1	26	0	7	7	2	6	0	24	400	17
('PRON', 'PROPN', 'ADJ')	9	5	0	1	7	0	3	7	4	0	0	3	179	7
('CCONJ', 'AUX', 'NOUN')	22	14	3	0	31	2	5	14	5	4	2	5	64	11
('CCONJ', 'ADV', 'PROPN')	4	11	5	0	28	0	1	13	6	1	1	5	228	8
('ADV', 'PROPN', 'PRON')	7	4	4	0	6	0	2	4	2	0	1	2	50	9
('ADP', 'CCONJ', 'PROPN')	2	5	0	0	4	0	2	5	2	0	1	0	7	4
('CCONJ', 'PROPN', 'CCONJ')	29	30	9	1	61	1	25	17	2	6	5	14	645	24
('PRON', 'PROPN', 'NOUN')	2	2	1	0	5	0	4	3	3	0	0	0	144	1
('SCONJ', 'ADV', 'NOUN')	12	11	13	4	20	3	12	28	14	0	1	4	164	27
('PRON', 'NUM', 'AUX')	0	5	0	0	0	0	3	1	0	3	0	0	4	4
('NUM', 'AUX', 'DET')	4	3	0	0	1	0	34	5	3	7	1	3	497	81
('NUM', 'PUNCT', 'SCONJ')	4	10	1	1	8	1	0	3	0	0	2	2	49	17
('PUNCT', 'NUM', 'ADP')	1	14	0	2	5	0	11	4	1	6	1	4	106	36
('AUX', 'DET', 'DET')	3	7	5	4	3	1	5	2	2	1	0	0	21	27
('ADV', 'ADP', 'AUX')	8	16	23	15	27	1	6	32	31	1	0	4	98	9
('AUX', 'ADP', 'ADP')	7	8	2	1	22	2	1	11	6	1	1	1	108	5
('VERB', 'NUM', 'NOUN')	59	46	8	3	38	5	65	39	16	16	8	19	1066	95
('PRON', 'NOUN', 'NUM')	1	0	0	0	3	0	0	3	1	0	0	0	96	5
('NOUN', 'NUM', 'CCONJ')	1	4	1	0	5	0	3	3	4	4	0	0	359	36
('NUM', 'CCONJ', 'PRON')	0	1	1	0	1	0	0	1	2	1	0	1	9	7
('VERB', 'AUX', 'VERB')	8	10	16	5	14	0	18	16	12	0	2	6	11	71
('PROPN', 'PRON', 'PUNCT')	14	24	4	3	16	0	11	7	2	3	2	9	31	4
('CCONJ', 'SCONJ', 'ADP')	3	4	1	1	26	1	1	7	4	2	0	1	14	2
('SCONJ', 'ADP', 'ADV')	0	4	4	0	8	0	1	7	0	2	0	0	22	4
('PUNCT', 'SCONJ', 'ADJ')	22	21	10	6	15	6	20	17	6	8	2	3	1155	29
('PRON', 'DET', 'ADP')	3	4	5	2	8	0	3	11	4	0	0	1	185	8
('PART', 'PART', 'ADJ')	0	9	1	2	6	0	1	2	0	0	3	0	12	4
('DET', 'CCONJ', 'PROPN')	0	1	0	0	1	0	0	1	0	0	0	0	18	0
('ADV', 'PART', 'CCONJ')	7	10	5	2	13	0	3	7	6	1	2	6	63	1
('DET', 'VERB', 'VERB')	16	2	15	3	3	1	6	32	12	0	1	2	1	15
('AUX', 'ADP', 'VERB')	6	8	17	4	10	1	4	16	4	4	2	4	0	11
('SCONJ', 'ADP', 'NUM')	2	0	1	0	2	0	0	4	2	1	1	3	41	17
('PART', 'ADV', 'SCONJ')	0	1	0	0	1	0	1	6	10	0	0	0	0	17
('VERB', 'NOUN', 'ADJ')	23	19	7	4	28	3	18	46	6	3	0	3	171	12
('ADV', 'NUM', 'PRON')	1	5	1	0	2	0	0	3	2	1	0	0	10	1
('NUM', 'PRON', 'AUX')	0	1	0	0	1	0	4	0	0	0	0	0	0	1
('ADP', 'ADP', 'AUX')	0	4	4	7	9	0	1	19	3	0	1	0	0	3
('ADP', 'AUX', 'CCONJ')	0	8	4	3	10	0	2	9	5	0	0	0	5	2
('PROPN', 'ADV', 'AUX')	8	17	2	3	17	0	21	9	4	1	0	6	280	29
('DET', 'ADJ', 'NUM')	1	16	0	1	19	2	5	11	21	3	5	11	1190	62
('AUX', 'PUNCT', 'NUM')	2	7	0	0	4	0	5	3	2	2	1	1	50	2
('NOUN', 'VERB', 'NUM')	22	38	3	0	19	0	17	13	8	9	3	7	580	33
('VERB', 'PROPN', 'NOUN')	4	16	1	0	15	1	17	18	7	0	0	0	451	35
('PROPN', 'NOUN', 'PROPN')	1	1	3	0	6	1	6	5	4	1	1	2	528	44
('PUNCT', 'NUM', 'ADV')	0	3	0	0	3	0	10	1	1	1	0	0	28	3
('NUM', 'ADV', 'ADJ')	0	6	1	0	4	0	1	4	5	1	1	2	176	9
('NUM', 'VERB', 'CCONJ')	1	5	1	0	4	0	2	4	0	3	1	0	103	10
('PROPN', 'ADJ', 'VERB')	15	32	2	3	40	0	9	12	14	4	4	6	658	41
('ADJ', 'PART', 'DET')	2	2	1	0	4	0	1	3	4	0	2	2	40	2
('ADJ', 'ADJ', 'PART')	2	13	4	2	10	0	1	21	9	2	3	2	122	20
('VERB', 'ADP', 'VERB')	4	13	17	8	9	0	7	58	18	0	1	4	5	11
('AUX', 'ADP', 'ADV')	20	18	7	4	50	3	9	33	8	5	4	10	361	11
('ADV', 'PROPN', 'AUX')	5	5	5	1	8	0	1	9	8	1	4	0	186	8
('DET', 'ADV', 'AUX')	0	0	3	1	2	0	6	1	6	0	0	0	17	7
('AUX', 'CCONJ', 'PUNCT')	0	1	1	1	4	0	2	4	2	0	2	1	36	1
('CCONJ', 'AUX', 'VERB')	42	44	3	2	33	3	12	5	5	5	3	14	28	27
('PART', 'VERB', 'DET')	7	2	1	1	2	0	6	4	5	0	0	1	5	13
('PROPN', 'DET', 'PUNCT')	0	0	1	0	4	0	1	3	0	1	0	4	128	7
('CCONJ', 'ADP', 'CCONJ')	5	10	0	0	3	0	1	5	2	4	0	1	5	0
('ADJ', 'ADV', 'NOUN')	2	13	3	4	11	0	5	28	16	4	8	2	132	12
('PRON', 'NOUN', 'ADJ')	25	19	9	7	19	3	7	38	17	2	2	2	1119	25
('SCONJ', 'DET', 'PROPN')	11	14	8	8	8	0	15	27	10	0	4	2	502	76
('ADV', 'INTJ', 'PUNCT')	6	3	10	1	3	2	6	11	2	0	1	6	0	0
('ADV', 'NOUN', 'SCONJ')	0	0	5	0	1	0	1	12	8	0	0	0	0	22
('PRON', 'PUNCT', 'PART')	11	4	2	0	4	0	1	3	1	0	0	2	15	7
('ADV', 'PUNCT', 'PART')	5	11	0	1	6	1	6	2	1	1	0	10	36	6
('SCONJ', 'PROPN', 'NOUN')	8	4	2	0	4	1	11	9	0	1	0	2	136	20
('PUNCT', 'PROPN', 'ADP')	21	19	13	4	15	2	8	44	9	7	1	5	251	130
('VERB', 'NOUN', 'NUM')	1	0	1	0	2	1	2	4	0	1	1	0	70	16
('NOUN', 'NUM', 'PROPN')	0	0	0	0	1	0	1	11	0	1	0	0	62	21
('NUM', 'PROPN', 'NUM')	0	0	1	0	1	0	0	0	0	0	0	0	52	77
('ADP', 'ADP', 'PART')	1	5	6	4	3	0	0	40	18	0	0	0	0	6
('AUX', 'PART', 'NOUN')	5	5	3	0	8	0	6	3	1	2	0	0	16	1
('CCONJ', 'AUX', 'PUNCT')	3	17	4	1	6	1	2	5	1	1	0	2	30	0
('AUX', 'PROPN', 'PART')	6	9	2	2	5	0	4	5	6	1	1	5	127	3
('PROPN', 'PART', 'ADJ')	1	3	1	2	7	0	4	4	7	1	3	1	166	10
('PRON', 'ADJ', 'NUM')	2	6	1	1	4	0	0	3	4	0	2	0	80	2
('ADJ', 'NUM', 'VERB')	0	7	2	0	3	0	0	1	7	2	0	0	21	1
('PART', 'NOUN', 'ADV')	2	6	1	0	12	0	3	3	1	0	0	0	0	1
('PRON', 'CCONJ', 'ADP')	26	10	3	0	27	0	6	12	7	2	2	13	28	2
('NOUN', 'AUX', 'NUM')	9	10	2	1	8	2	12	8	3	11	1	3	440	38
('AUX', 'NUM', 'ADV')	1	2	0	0	1	0	0	1	1	5	0	2	33	1
('ADJ', 'PART', 'PUNCT')	8	32	4	2	22	2	3	15	17	4	5	7	65	6
('PART', 'DET', 'ADV')	0	0	0	0	2	0	1	3	0	0	0	0	1	0
('ADP', 'PART', 'ADJ')	1	4	1	0	7	0	0	3	2	0	1	0	82	6
('ADJ', 'AUX', 'ADJ')	7	12	6	1	19	2	1	11	12	3	0	4	89	8
('NOUN', 'ADJ', 'PRON')	5	17	4	3	6	1	7	21	10	1	2	1	82	7
('CCONJ', 'PRON', 'CCONJ')	12	17	3	1	26	0	12	7	0	1	3	35	24	2
('AUX', 'NOUN', 'PART')	9	9	2	0	9	1	3	7	2	2	1	2	42	1
('ADV', 'SCONJ', 'PROPN')	11	4	2	2	7	0	5	20	12	1	1	1	66	15
('AUX', 'AUX', 'VERB')	3	5	13	1	2	0	3	3	8	0	1	1	0	263
('CCONJ', 'DET', 'DET')	5	1	3	0	26	0	7	5	1	2	2	1	18	6
('ADP', 'VERB', 'ADV')	4	9	9	0	10	0	1	20	9	0	1	3	16	10
('PROPN', 'AUX', 'AUX')	1	6	2	4	15	0	1	1	3	0	2	1	41	21
('DET', 'NOUN', 'SCONJ')	2	3	31	16	2	2	7	160	167	0	0	4	12	427
('SCONJ', 'CCONJ', 'NOUN')	0	1	0	0	0	0	0	2	0	1	0	0	10	0
('AUX', 'SCONJ', 'DET')	0	0	5	3	6	0	10	22	16	0	0	2	10	76
('VERB', 'NUM', 'ADJ')	4	19	1	0	6	0	5	7	4	4	1	3	74	12
('NUM', 'ADJ', 'PUNCT')	2	11	0	1	6	0	1	4	3	4	1	3	130	12
('CCONJ', 'ADP', 'NUM')	7	12	4	1	13	2	2	35	10	5	0	5	189	47
('ADP', 'NUM', 'PRON')	0	1	1	0	0	0	1	6	1	0	0	0	18	2
('NUM', 'PRON', 'VERB')	1	4	1	0	2	0	2	4	0	0	0	0	5	1
('VERB', 'ADV', 'AUX')	8	4	9	4	5	0	12	17	4	1	1	5	8	10
('AUX', 'ADJ', 'PRON')	3	15	4	0	7	0	8	12	12	2	1	9	63	10
('VERB', 'PRON', 'SCONJ')	0	5	10	1	1	0	1	84	59	0	0	1	4	78
('PRON', 'SCONJ', 'DET')	0	1	7	1	0	0	6	28	28	0	0	1	19	75
('SCONJ', 'PROPN', 'PUNCT')	9	7	6	1	4	0	11	5	3	0	1	5	49	52
('AUX', 'CCONJ', 'PART')	19	15	2	3	15	0	7	4	3	1	1	3	72	1
('PRON', 'PROPN', 'CCONJ')	8	7	1	0	11	0	11	7	1	2	2	7	188	6
('CCONJ', 'CCONJ', 'PUNCT')	0	0	0	0	2	0	0	1	0	0	0	3	16	0
('SCONJ', 'NOUN', 'PUNCT')	6	1	4	0	4	0	8	18	7	3	0	7	98	133
('ADP', 'VERB', 'DET')	8	7	6	8	21	1	6	17	9	4	8	2	137	9
('CCONJ', 'AUX', 'AUX')	2	2	1	0	7	0	1	0	0	0	0	1	3	1
('ADV', 'PART', 'NOUN')	10	12	5	0	20	2	11	14	1	2	1	7	21	9
('PART', 'NOUN', 'CCONJ')	7	13	1	1	12	0	12	5	1	0	1	1	9	2
('ADV', 'NUM', 'AUX')	1	0	0	0	2	0	12	3	0	2	0	2	64	4
('ADV', 'ADJ', 'PROPN')	0	8	2	0	9	0	1	8	5	1	0	0	220	10
('SCONJ', 'ADJ', 'ADJ')	1	3	2	1	2	1	0	11	4	1	1	1	128	24
('VERB', 'VERB', 'NUM')	2	0	0	0	1	0	4	0	0	2	0	0	0	2
('NOUN', 'NUM', 'ADP')	2	13	0	0	26	1	4	13	2	18	4	6	1515	112
('DET', 'PRON', 'NOUN')	1	0	2	1	7	0	2	4	0	1	0	0	77	8
('ADV', 'PROPN', 'PART')	1	1	1	0	3	0	0	0	0	0	1	2	33	3
('VERB', 'CCONJ', 'CCONJ')	11	6	0	4	12	0	2	4	1	0	3	0	67	0
('SCONJ', 'PART', 'DET')	4	4	0	0	4	0	0	1	0	0	0	0	33	0
('PRON', 'ADP', 'AUX')	5	7	18	7	9	0	0	9	8	3	1	3	13	12
('NUM', 'PUNCT', 'INTJ')	0	0	1	0	1	0	0	0	0	1	1	3	0	0
('PROPN', 'PRON', 'ADJ')	2	24	8	2	7	0	1	20	11	0	0	1	235	15
('AUX', 'ADV', 'PROPN')	10	12	6	5	18	2	8	6	4	0	3	5	309	16
('INTJ', 'ADV', 'ADP')	3	0	5	0	3	0	1	2	1	1	0	2	0	0
('NOUN', 'PART', 'DET')	12	11	2	0	20	1	10	2	3	1	2	5	137	4
('SCONJ', 'ADP', 'PRON')	9	6	5	3	11	0	4	12	4	3	0	0	87	9
('PART', 'NOUN', 'PUNCT')	15	5	12	3	19	2	22	26	4	2	0	9	29	16
('SCONJ', 'NOUN', 'ADP')	17	6	4	6	16	3	19	53	25	3	3	6	508	182
('NUM', 'ADJ', 'ADJ')	2	10	0	0	11	0	5	7	4	6	3	3	263	17
('ADV', 'NUM', 'ADJ')	9	22	2	0	14	1	2	10	4	9	4	4	522	21
('ADV', 'NOUN', 'DET')	25	19	5	3	41	3	23	15	14	1	6	3	450	19
('ADP', 'CCONJ', 'PUNCT')	1	1	2	0	3	0	1	3	1	0	0	4	3	0
('PRON', 'VERB', 'NUM')	18	25	3	2	10	4	22	11	6	8	3	11	76	24
('VERB', 'NOUN', 'NOUN')	12	8	6	4	11	3	19	31	8	3	2	3	133	25
('SCONJ', 'SCONJ', 'DET')	18	3	7	1	10	3	56	18	2	1	2	12	19	17
('AUX', 'PART', 'PUNCT')	7	14	3	0	20	0	1	1	5	1	1	4	10	4
('SCONJ', 'PROPN', 'ADJ')	5	9	5	0	11	0	4	15	8	0	1	3	179	18
('PROPN', 'ADJ', 'ADV')	3	8	2	0	9	0	3	7	4	1	8	6	230	5
('SCONJ', 'PRON', 'CCONJ')	24	18	5	4	13	2	11	10	3	2	4	3	52	4
('PART', 'ADP', 'CCONJ')	5	11	2	0	3	0	3	4	4	0	0	5	6	0
('DET', 'PRON', 'AUX')	27	26	7	3	24	0	4	6	3	2	4	4	81	10
('CCONJ', 'CCONJ', 'ADJ')	3	7	1	1	10	0	2	1	0	0	3	2	50	0
('PART', 'NUM', 'PUNCT')	0	2	0	0	2	0	0	0	0	0	0	1	1	0
('PUNCT', 'NUM', 'ADJ')	2	11	5	0	6	0	6	5	4	1	0	5	56	7
('PUNCT', 'PROPN', 'ADJ')	0	7	2	0	5	0	3	13	1	2	5	0	89	19
('SCONJ', 'ADV', 'PART')	7	5	6	1	9	0	7	12	8	3	0	4	39	26
('CCONJ', 'PROPN', 'ADV')	11	20	8	5	39	0	7	21	13	8	3	13	442	21
('SCONJ', 'NOUN', 'CCONJ')	13	9	3	2	9	0	10	12	8	2	3	2	227	35
('INTJ', 'PRON', 'ADJ')	0	5	2	0	13	0	1	1	0	0	0	6	0	0
('PUNCT', 'INTJ', 'ADJ')	12	5	1	0	24	0	14	8	3	1	2	6	0	0
('NOUN', 'PART', 'CCONJ')	8	3	0	0	7	0	2	3	4	3	1	10	65	4
('PROPN', 'PART', 'PUNCT')	2	12	1	2	13	1	6	3	8	1	2	9	86	4
('AUX', 'PROPN', 'NOUN')	1	2	6	0	6	0	6	6	3	1	0	1	307	27
('CCONJ', 'CCONJ', 'AUX')	0	0	0	0	9	0	0	0	0	0	0	0	4	1
('ADP', 'PRON', 'PROPN')	3	2	1	0	4	0	4	5	1	0	1	0	597	9
('ADV', 'PART', 'PRON')	25	6	5	4	13	1	12	9	9	0	2	6	52	4
('ADV', 'NUM', 'ADV')	0	5	1	0	7	0	1	3	1	4	1	0	73	4
('NUM', 'ADV', 'VERB')	2	4	1	0	1	0	11	8	0	2	1	0	96	10
('PART', 'PRON', 'ADV')	15	3	1	1	5	0	6	7	3	0	0	1	19	2
('NOUN', 'DET', 'DET')	2	2	1	0	4	0	7	1	3	2	0	2	28	5
('VERB', 'PROPN', 'NUM')	0	1	0	0	1	0	1	1	1	0	0	0	281	15
('PROPN', 'NUM', 'ADP')	0	4	0	0	5	0	0	5	2	0	3	0	853	34
('ADJ', 'INTJ', 'PUNCT')	0	0	0	1	2	0	0	6	4	0	1	1	0	0
('ADV', 'ADJ', 'NUM')	1	7	4	0	10	0	3	6	4	4	6	1	323	2
('VERB', 'VERB', 'PART')	3	6	3	2	5	2	1	11	8	1	0	0	9	10
('PRON', 'SCONJ', 'PRON')	7	4	21	4	4	1	7	90	57	1	0	3	6	66
('ADP', 'AUX', 'ADV')	0	5	4	1	1	0	1	2	0	1	0	0	50	4
('SCONJ', 'PART', 'ADV')	2	5	0	0	3	0	0	1	2	0	0	1	49	4
('CCONJ', 'SCONJ', 'NUM')	0	0	0	1	5	0	0	1	1	0	0	0	1	1
('SCONJ', 'NUM', 'NOUN')	3	2	4	3	7	1	1	14	12	2	0	0	112	109
('AUX', 'CCONJ', 'CCONJ')	1	0	0	0	6	0	0	0	0	2	1	2	12	0
('CCONJ', 'AUX', 'PROPN')	8	5	1	0	9	0	4	4	2	0	0	4	26	6
('PUNCT', 'ADV', 'NUM')	6	11	2	0	6	1	8	10	2	3	2	7	600	43
('PROPN', 'VERB', 'PROPN')	14	23	3	2	22	0	27	33	19	1	4	3	1118	66
('CCONJ', 'SCONJ', 'AUX')	0	1	1	0	4	0	0	1	0	0	1	0	1	6
('SCONJ', 'AUX', 'ADV')	0	1	3	0	7	1	0	1	0	0	0	0	4	7
('CCONJ', 'PUNCT', 'AUX')	0	2	2	2	8	0	0	1	0	0	1	2	8	0
('ADJ', 'CCONJ', 'PUNCT')	2	2	1	0	1	0	2	6	0	3	1	2	54	1
('DET', 'PROPN', 'PART')	2	1	1	1	4	0	4	6	2	0	0	1	285	24
('ADP', 'CCONJ', 'ADJ')	5	7	4	2	6	0	2	8	7	1	1	1	21	8
('DET', 'PUNCT', 'PRON')	6	2	2	5	12	0	9	1	2	1	0	5	96	0
('PROPN', 'ADV', 'NOUN')	1	16	5	1	13	1	6	14	7	3	7	8	359	19
('PROPN', 'AUX', 'NUM')	1	3	1	0	2	0	2	9	3	3	0	0	259	21
('NOUN', 'NUM', 'DET')	0	2	0	0	3	0	4	1	0	3	2	3	735	20
('NUM', 'DET', 'NUM')	1	0	0	0	2	0	0	3	1	0	1	0	90	1
('NUM', 'ADP', 'CCONJ')	0	0	0	0	1	0	0	1	0	0	1	0	18	13
('AUX', 'AUX', 'ADP')	2	7	6	3	13	0	0	12	2	1	2	1	17	27
('AUX', 'NUM', 'ADP')	0	7	0	0	1	0	4	7	2	8	2	0	119	7
('PART', 'CCONJ', 'ADJ')	3	0	0	0	4	0	0	1	2	4	2	1	66	0
('DET', 'CCONJ', 'ADJ')	1	2	1	1	6	0	2	2	2	6	1	2	85	5
('CCONJ', 'INTJ', 'PRON')	0	0	1	1	2	0	0	4	2	0	0	0	0	0
('VERB', 'VERB', 'DET')	35	24	8	3	12	6	31	46	15	5	5	10	20	52
('PRON', 'PRON', 'PROPN')	7	7	3	1	8	0	4	7	3	1	0	0	66	2
('ADV', 'NUM', 'CCONJ')	4	9	2	1	4	0	1	4	1	1	1	8	78	1
('INTJ', 'PRON', 'VERB')	3	18	19	2	15	2	2	16	19	1	1	9	0	0
('VERB', 'CCONJ', 'NUM')	4	15	2	0	6	0	5	4	3	2	0	6	74	6
('SCONJ', 'ADV', 'PROPN')	3	9	1	1	9	0	3	3	2	0	0	0	67	8
('ADV', 'PROPN', 'ADP')	16	11	12	4	31	0	10	15	7	0	0	7	365	23
('PART', 'VERB', 'ADV')	8	7	9	2	3	1	7	26	13	2	3	1	8	17
('PROPN', 'CCONJ', 'SCONJ')	0	2	0	0	1	0	0	6	1	0	0	0	0	3
('NUM', 'ADJ', 'VERB')	2	12	1	0	2	1	0	2	2	5	1	0	132	15
('ADV', 'PUNCT', 'NUM')	3	17	1	0	7	1	4	7	3	2	0	10	57	6
('AUX', 'VERB', 'ADV')	3	10	5	3	6	1	3	10	2	6	2	1	3	32
('AUX', 'AUX', 'ADV')	5	9	3	1	12	1	2	12	2	0	2	4	38	5
('CCONJ', 'DET', 'VERB')	11	4	12	4	8	0	10	12	3	1	0	1	9	5
('DET', 'VERB', 'ADP')	3	7	10	4	4	2	13	33	21	0	0	1	6	43
('SCONJ', 'ADP', 'PROPN')	4	2	3	1	7	0	5	6	1	3	1	2	128	29
('PUNCT', 'SCONJ', 'AUX')	5	3	12	4	10	0	3	1	1	0	1	1	56	14
('SCONJ', 'AUX', 'PRON')	2	5	7	4	8	0	1	3	0	0	3	0	31	11
('AUX', 'CCONJ', 'NOUN')	32	18	13	3	28	0	12	30	8	3	4	4	277	5
('ADV', 'NUM', 'PART')	0	1	0	0	1	0	0	1	1	0	0	0	1	1
('CCONJ', 'ADJ', 'DET')	7	12	4	2	13	1	11	11	7	2	1	1	210	3
('ADP', 'SCONJ', 'DET')	1	2	9	0	3	0	2	21	24	0	0	1	2	62
('PART', 'VERB', 'PRON')	1	15	4	2	3	0	6	20	8	1	2	1	4	6
('ADP', 'PROPN', 'SCONJ')	0	0	1	0	2	0	0	8	6	0	0	0	0	41
('PROPN', 'SCONJ', 'PRON')	0	1	1	1	4	0	1	18	10	0	0	1	1	31
('ADV', 'AUX', 'NUM')	6	4	2	3	5	1	2	9	2	7	1	3	150	16
('AUX', 'NUM', 'ADJ')	2	4	0	0	5	0	2	3	2	4	0	1	83	7
('SCONJ', 'ADV', 'VERB')	12	9	12	2	6	3	3	23	17	5	0	0	17	25
('PUNCT', 'NOUN', 'PART')	23	7	0	0	8	1	15	5	5	5	0	0	232	6
('INTJ', 'VERB', 'NOUN')	0	0	0	0	4	0	1	1	0	0	0	0	0	0
('CCONJ', 'AUX', 'NUM')	0	2	0	1	3	0	1	0	2	1	0	1	41	7
('VERB', 'PART', 'DET')	20	11	0	1	8	1	6	6	1	1	0	2	64	2
('PUNCT', 'ADP', 'VERB')	5	11	16	6	7	0	3	24	7	0	3	7	16	4
('PUNCT', 'DET', 'VERB')	24	5	10	3	4	5	26	15	6	0	0	8	5	7
('ADJ', 'PART', 'PART')	1	2	0	1	0	0	0	1	1	0	0	0	17	1
('PUNCT', 'DET', 'PUNCT')	14	12	2	2	7	0	24	8	2	11	1	26	193	27
('PRON', 'AUX', 'NUM')	31	9	4	1	13	1	16	18	6	3	1	10	108	34
('PUNCT', 'NOUN', 'ADJ')	14	20	6	3	18	0	23	39	10	5	5	8	236	10
('NOUN', 'VERB', 'INTJ')	0	1	0	0	1	0	1	3	1	0	0	2	0	0
('ADP', 'ADV', 'NUM')	3	2	3	1	3	0	2	16	4	4	1	11	3581	29
('SCONJ', 'NOUN', 'ADV')	7	6	8	9	12	5	14	54	6	6	1	7	155	28
('CCONJ', 'DET', 'CCONJ')	1	0	0	0	2	0	1	0	0	0	0	1	8	0
('DET', 'PUNCT', 'VERB')	3	3	1	8	1	0	4	8	1	2	0	7	11	4
('ADJ', 'PROPN', 'AUX')	1	10	2	2	22	0	3	16	3	1	1	1	490	31
('ADP', 'PART', 'ADV')	2	0	1	1	8	0	2	7	2	1	0	1	26	2
('CCONJ', 'ADP', 'PART')	0	1	0	1	5	1	0	3	2	0	0	0	8	2
('ADP', 'PART', 'ADP')	1	0	0	1	4	0	0	4	0	0	0	0	10	1
('NUM', 'VERB', 'ADP')	0	5	1	0	3	0	2	9	4	3	1	0	157	78
('INTJ', 'DET', 'ADJ')	4	6	3	0	10	0	2	5	1	1	0	2	0	0
('PART', 'ADJ', 'PRON')	2	3	0	2	13	0	1	12	4	0	0	0	28	3
('PART', 'AUX', 'CCONJ')	3	2	3	0	7	0	1	1	4	0	0	0	76	2
('AUX', 'ADJ', 'PROPN')	2	6	0	2	3	0	0	4	1	0	0	0	36	1
('CCONJ', 'VERB', 'SCONJ')	0	9	8	1	5	0	2	46	11	0	1	1	0	13
('NOUN', 'NUM', 'ADJ')	5	4	0	0	5	0	4	5	3	3	2	4	567	23
('PART', 'ADV', 'PART')	17	21	4	2	13	3	14	16	11	0	0	8	83	13
('VERB', 'VERB', 'ADJ')	7	8	3	3	8	1	9	14	6	1	1	1	3	10
('NUM', 'ADP', 'NUM')	3	8	1	0	6	1	7	8	8	9	2	3	2308	113
('NUM', 'VERB', 'DET')	0	11	0	0	4	0	10	6	5	3	2	1	448	134
('INTJ', 'PUNCT', 'NUM')	2	2	2	1	2	1	1	2	2	0	0	4	0	0
('PRON', 'PROPN', 'NUM')	0	0	0	0	2	0	0	0	0	0	0	0	59	2
('ADV', 'NOUN', 'PRON')	4	9	8	4	8	1	11	25	15	2	2	4	31	14
('NOUN', 'DET', 'ADP')	4	0	0	0	2	0	1	2	5	0	1	0	821	6
('DET', 'ADV', 'ADP')	11	10	5	7	9	0	7	28	11	0	0	1	538	31
('CCONJ', 'PART', 'ADV')	33	17	3	1	14	2	13	13	7	9	6	23	174	3
('PUNCT', 'ADP', 'CCONJ')	3	5	8	0	9	0	0	11	5	3	3	6	27	5
('VERB', 'NUM', 'ADP')	4	20	0	0	10	0	7	4	4	5	2	0	83	7
('DET', 'VERB', 'NOUN')	23	6	8	2	5	3	29	17	3	0	0	9	12	60
('VERB', 'ADJ', 'AUX')	8	1	1	5	7	0	5	5	2	1	0	2	6	6
('PUNCT', 'ADV', 'INTJ')	2	3	7	0	2	1	1	7	1	0	0	2	0	0
('SCONJ', 'PROPN', 'AUX')	1	1	0	4	2	0	1	0	1	1	0	0	1	12
('NOUN', 'DET', 'PUNCT')	5	4	5	2	5	0	10	5	1	2	4	6	789	15
('NUM', 'DET', 'ADJ')	0	5	5	0	1	0	6	4	3	3	3	1	344	52
('SCONJ', 'ADP', 'ADJ')	4	2	2	1	4	0	2	9	3	2	1	0	148	25
('NOUN', 'PROPN', 'NUM')	1	1	1	0	2	0	2	5	0	2	1	2	606	18
('PUNCT', 'INTJ', 'DET')	9	8	3	2	18	0	8	17	2	1	0	7	0	0
('VERB', 'VERB', 'ADV')	20	28	19	7	10	7	24	63	13	4	2	5	12	40
('NUM', 'ADP', 'PRON')	1	7	0	0	6	0	1	5	5	2	1	0	68	9
('NUM', 'ADV', 'DET')	1	6	0	0	2	0	1	2	0	4	0	1	86	8
('PUNCT', 'INTJ', 'ADP')	3	5	2	1	10	0	5	16	3	1	1	1	0	0
('INTJ', 'ADP', 'NOUN')	1	2	0	0	3	1	2	4	1	0	0	0	0	0
('PUNCT', 'ADP', 'PART')	1	1	4	0	5	1	0	5	1	0	1	0	6	16
('DET', 'VERB', 'PRON')	2	0	7	7	4	2	4	10	2	1	0	2	7	1
('PROPN', 'AUX', 'CCONJ')	5	5	3	1	6	0	4	8	5	1	0	1	111	5
('PROPN', 'ADP', 'PART')	2	2	1	0	4	2	2	13	6	0	0	1	12	30
('ADP', 'PRON', 'SCONJ')	0	0	2	0	1	0	0	4	8	0	0	0	9	44
('VERB', 'DET', 'ADP')	3	5	0	3	11	0	3	7	6	1	0	0	315	17
('DET', 'ADP', 'PUNCT')	4	3	3	1	3	0	1	6	1	0	0	0	19	2
('ADJ', 'ADV', 'PRON')	7	7	10	4	12	2	9	19	17	6	1	3	95	10
('ADJ', 'NUM', 'PUNCT')	0	5	2	0	8	0	2	8	1	1	1	2	59	9
('PRON', 'VERB', 'INTJ')	0	1	0	0	1	1	1	4	2	0	2	9	0	0
('PART', 'ADP', 'AUX')	0	3	4	3	5	0	0	1	7	0	0	0	1	4
('ADJ', 'CCONJ', 'NUM')	4	11	2	1	5	1	2	5	3	2	1	3	85	5
('PART', 'CCONJ', 'ADV')	5	1	0	1	2	0	0	3	5	1	1	6	35	4
('SCONJ', 'ADJ', 'VERB')	3	1	4	2	2	1	4	3	3	0	0	2	32	12
('SCONJ', 'DET', 'NUM')	4	5	2	0	5	0	6	5	2	3	0	4	31	24
